,DATE_TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,AC_POWER,DC_POWER
258,2020-05-18 02:45:00,21.21,20.26,0.0,0.0,0.0
259,2020-05-18 03:00:00,21.26,20.35,0.0,0.0,0.0
260,2020-05-18 03:15:00,21.35,20.85,0.0,0.0,0.0
261,2020-05-18 03:30:00,21.37,21.01,0.0,0.0,0.0
262,2020-05-18 03:45:00,21.39,20.86,0.0,0.0,0.0
263,2020-05-18 04:00:00,21.46,20.88,0.0,0.0,0.0
264,2020-05-18 04:15:00,21.19,20.37,0.0,0.0,0.0
265,2020-05-18 04:30:00,21.04,19.76,0.0,0.0,0.0
266,2020-05-18 04:45:00,20.96,19.48,0.0,0.0,0.0
267,2020-05-18 05:00:00,21.0,19.78,0.0,0.0,0.0
268,2020-05-18 05:15:00,21.13,20.07,0.0,0.0,0.0
269,2020-05-18 05:30:00,21.19,20.01,0.0,0.0,0.0
270,2020-05-18 05:45:00,21.27,19.98,0.0,0.0,0.0
271,2020-05-18 06:00:00,21.31,20.29,0.01,153.5,1591.4300000000005
272,2020-05-18 06:15:00,21.43,20.86,0.03,814.91,8430.199999999999
273,2020-05-18 06:30:00,21.61,21.56,0.05,1593.3999999999994,16432.31
274,2020-05-18 06:45:00,21.67,22.12,0.08,2450.33,25202.52
275,2020-05-18 07:00:00,21.83,23.14,0.12,3629.31,37087.48
276,2020-05-18 07:15:00,22.2,25.32,0.19,5754.610000000002,58659.6
277,2020-05-18 07:30:00,22.7,28.36,0.24,7457.66,75916.14000000001
278,2020-05-18 07:45:00,23.11,29.06,0.12,3818.71,39010.1
279,2020-05-18 08:00:00,23.23,26.96,0.08,2718.2499999999995,27942.71
280,2020-05-18 08:15:00,23.34,26.21,0.09,2958.9600000000005,30378.55
281,2020-05-18 08:30:00,23.51,26.83,0.12,3928.81,40084.7
282,2020-05-18 08:45:00,23.55,27.6,0.12,4149.92,42335.16
283,2020-05-18 09:00:00,23.74,27.86,0.12,3821.51,38993.07
284,2020-05-18 09:15:00,23.76,27.51,0.11,3705.25,37807.1
285,2020-05-18 09:30:00,23.76,27.2,0.1,3203.35,32844.73
286,2020-05-18 09:45:00,23.76,26.63,0.1,3284.110000000001,33617.939999999995
287,2020-05-18 10:00:00,23.87,26.81,0.11,3775.05,38515.69
288,2020-05-18 10:15:00,23.84,27.24,0.14,4774.09,48692.65
289,2020-05-18 10:30:00,24.01,28.83,0.21,6927.070000000002,70514.95
290,2020-05-18 10:45:00,24.32,32.96,0.37,12167.53,124139.85
291,2020-05-18 11:00:00,24.87,37.54,0.43,13834.64,141221.09
292,2020-05-18 11:15:00,25.13,39.55,0.48,15321.22,156460.58999999994
293,2020-05-18 11:30:00,25.29,38.93,0.35,11245.509999999998,114715.15
294,2020-05-18 11:45:00,25.22,37.61,0.41,13330.3,136059.32
295,2020-05-18 12:00:00,25.71,41.37,0.56,17608.14,179929.21
296,2020-05-18 12:15:00,26.31,46.15,0.6,18485.2,188915.7500000001
297,2020-05-18 12:30:00,26.84,45.97,0.59,18252.99,186530.02
298,2020-05-18 12:45:00,26.93,44.06,0.55,17113.69,174851.92
299,2020-05-18 13:00:00,27.02,45.0,0.57,17358.67,177364.88
300,2020-05-18 13:15:00,27.12,43.86,0.72,21126.51,216198.03
301,2020-05-18 13:30:00,27.37,49.59,0.81,24320.070000000003,249168.62000000005
302,2020-05-18 13:45:00,27.86,52.85,0.97,27601.91,283058.51
303,2020-05-18 14:00:00,28.37,53.94,0.72,20617.4,211026.25
304,2020-05-18 14:15:00,27.72,42.52,0.34,10698.29,109092.52000000002
305,2020-05-18 14:30:00,27.39,39.45,0.45,14196.61,144934.15999999995
306,2020-05-18 14:45:00,27.22,38.82,0.44,13657.819999999998,139421.57
307,2020-05-18 15:00:00,27.29,41.95,0.55,16816.5,171790.38
308,2020-05-18 15:15:00,27.23,42.82,0.56,17090.829999999998,174604.57
309,2020-05-18 15:30:00,27.57,43.82,0.53,16215.6,165630.16
310,2020-05-18 15:45:00,27.81,43.05,0.5,15143.79,154637.58
311,2020-05-18 16:00:00,27.82,40.75,0.41,12760.11,130217.46
312,2020-05-18 16:15:00,27.48,37.63,0.3,9176.62,93451.32
313,2020-05-18 16:30:00,27.23,34.63,0.26,8010.379999999999,81507.71999999999
314,2020-05-18 16:45:00,27.05,32.78,0.2,6254.02,63732.35000000001
315,2020-05-18 17:00:00,26.62,30.85,0.15,4791.940000000001,48874.12
316,2020-05-18 17:15:00,26.43,29.21,0.11,3576.0399999999995,36544.79
317,2020-05-18 17:30:00,26.12,27.81,0.08,2452.03,25218.42
318,2020-05-18 17:45:00,25.67,26.49,0.05,1567.8200000000006,16172.479999999998
319,2020-05-18 18:00:00,25.25,25.35,0.03,905.04,9359.920000000002
320,2020-05-18 18:15:00,24.97,24.41,0.01,351.87,3645.04
321,2020-05-18 18:30:00,24.75,23.72,0.0,1.73,17.880000000000006
322,2020-05-18 18:45:00,24.63,23.32,0.0,0.0,0.0
323,2020-05-18 19:00:00,24.54,23.19,0.0,0.0,0.0
324,2020-05-18 19:15:00,24.5,23.1,0.0,0.0,0.0
325,2020-05-18 19:30:00,24.47,23.03,0.0,0.0,0.0
326,2020-05-18 19:45:00,24.41,23.0,0.0,0.0,0.0
327,2020-05-18 20:00:00,24.34,22.61,0.0,0.0,0.0
328,2020-05-18 20:15:00,24.17,21.93,0.0,0.0,0.0
329,2020-05-18 20:30:00,24.05,21.94,0.0,0.0,0.0
330,2020-05-18 20:45:00,23.9,21.73,0.0,0.0,0.0
331,2020-05-18 21:00:00,23.73,21.56,0.0,0.0,0.0
332,2020-05-18 21:15:00,23.63,21.53,0.0,0.0,0.0
333,2020-05-18 21:30:00,23.64,21.5,0.0,0.0,0.0
334,2020-05-18 21:45:00,23.3,21.16,0.0,0.0,0.0
335,2020-05-18 22:00:00,23.09,20.91,0.0,0.0,0.0
336,2020-05-18 22:15:00,22.91,20.76,0.0,0.0,0.0
337,2020-05-18 22:30:00,22.85,20.73,0.0,0.0,0.0
338,2020-05-18 22:45:00,22.82,20.73,0.0,0.0,0.0
339,2020-05-18 23:00:00,22.79,20.87,0.0,0.0,0.0
340,2020-05-18 23:15:00,22.86,21.09,0.0,0.0,0.0
341,2020-05-18 23:30:00,22.75,20.82,0.0,0.0,0.0
342,2020-05-18 23:45:00,22.62,20.64,0.0,0.0,0.0
343,2020-05-19 00:00:00,22.61,20.61,0.0,0.0,0.0
344,2020-05-19 00:15:00,22.55,20.53,0.0,0.0,0.0
345,2020-05-19 00:30:00,22.55,20.49,0.0,0.0,0.0
346,2020-05-19 00:45:00,22.57,20.48,0.0,0.0,0.0
347,2020-05-19 01:00:00,22.63,20.59,0.0,0.0,0.0
348,2020-05-19 01:15:00,22.6,20.63,0.0,0.0,0.0
349,2020-05-19 01:30:00,22.59,20.7,0.0,0.0,0.0
350,2020-05-19 01:45:00,22.7,20.73,0.0,0.0,0.0
351,2020-05-19 02:00:00,22.76,20.75,0.0,0.0,0.0
352,2020-05-19 02:15:00,22.81,20.77,0.0,0.0,0.0
353,2020-05-19 02:30:00,22.88,20.81,0.0,0.0,0.0
354,2020-05-19 02:45:00,22.93,20.85,0.0,0.0,0.0
355,2020-05-19 03:00:00,22.95,20.84,0.0,0.0,0.0
356,2020-05-19 03:15:00,23.0,20.79,0.0,0.0,0.0
357,2020-05-19 03:30:00,23.05,20.81,0.0,0.0,0.0
358,2020-05-19 03:45:00,23.07,20.81,0.0,0.0,0.0
359,2020-05-19 04:00:00,23.08,20.77,0.0,0.0,0.0
360,2020-05-19 04:15:00,23.19,20.85,0.0,0.0,0.0
361,2020-05-19 04:30:00,23.22,20.88,0.0,0.0,0.0
362,2020-05-19 04:45:00,23.27,20.98,0.0,0.0,0.0
363,2020-05-19 05:00:00,23.35,21.25,0.0,0.0,0.0
364,2020-05-19 05:15:00,23.34,21.22,0.0,0.0,0.0
365,2020-05-19 05:30:00,23.19,20.93,0.0,0.0,0.0
366,2020-05-19 05:45:00,23.15,21.2,0.0,0.0,0.0
367,2020-05-19 06:00:00,23.28,21.92,0.0,0.0,0.0
368,2020-05-19 06:15:00,23.34,22.34,0.01,204.06,2114.65
369,2020-05-19 06:30:00,23.43,22.55,0.01,370.41,3838.48
370,2020-05-19 06:45:00,23.59,22.97,0.05,1549.0700000000006,15942.600000000002
371,2020-05-19 07:00:00,24.03,24.98,0.17,5310.219999999998,54146.57000000001
372,2020-05-19 07:15:00,24.51,27.03,0.19,5708.2,58187.82
373,2020-05-19 07:30:00,24.81,29.58,0.19,5746.080000000001,58572.22
